name,cr,type,initiative,armor_class,hit_points,document__title,page_no,link
Flithidir,1.0,Fey,3,13,27,Tome of Beasts 2,154,http://slyflourish.com/5e_monsters/monsters_html/flithidir.html
Forest Emperor,15.0,Aberration,1,18,161,Tome of Beasts 2,155,http://slyflourish.com/5e_monsters/monsters_html/forest-emperor.html
Forest Falcon,0.25,Beast,3,13,13,Tome of Beasts 2,390,http://slyflourish.com/5e_monsters/monsters_html/forest-falcon.html
Fragrant One,3.0,Fey,1,11,45,Tome of Beasts 2,156,http://slyflourish.com/5e_monsters/monsters_html/fragrant-one.html
Frost Mole,3.0,Beast,2,14,71,Tome of Beasts 2,390,http://slyflourish.com/5e_monsters/monsters_html/frost-mole.html
Galidroo,12.0,Monstrosity,2,17,172,Tome of Beasts 2,161,http://slyflourish.com/5e_monsters/monsters_html/galidroo.html
Garlicle,1.0,Plant,2,12,31,Tome of Beasts 2,162,http://slyflourish.com/5e_monsters/monsters_html/garlicle.html
Gaunt One,3.0,Aberration,2,14,75,Tome of Beasts 2,163,http://slyflourish.com/5e_monsters/monsters_html/gaunt-one.html
Ghillie Dubh,1.0,Celestial,2,13,52,Tome of Beasts 2,165,http://slyflourish.com/5e_monsters/monsters_html/ghillie-dubh.html
Ghoul Bat,0.25,Undead,3,13,14,Tome of Beasts 2,391,http://slyflourish.com/5e_monsters/monsters_html/ghoul-bat.html
Ghul,5.0,Undead,2,15,105,Tome of Beasts 2,169,http://slyflourish.com/5e_monsters/monsters_html/ghul.html
Giant Armadillo,0.25,Beast,-1,12,10,Tome of Beasts 2,392,http://slyflourish.com/5e_monsters/monsters_html/giant-armadillo.html
Giant Bombardier Beetle,0.25,Beast,2,14,13,Tome of Beasts 2,39,http://slyflourish.com/5e_monsters/monsters_html/giant-bombardier-beetle.html
Giant Frilled Lizard,5.0,Beast,4,16,105,Tome of Beasts 2,392,http://slyflourish.com/5e_monsters/monsters_html/giant-frilled-lizard.html
Giant Honey Bee,0.25,Beast,2,12,9,Tome of Beasts 2,392,http://slyflourish.com/5e_monsters/monsters_html/giant-honey-bee.html
Giant Husk,7.0,Undead,-1,9,76,Tome of Beasts 2,393,http://slyflourish.com/5e_monsters/monsters_html/giant-husk.html
Giant Leech,0.25,Beast,3,13,7,Tome of Beasts 2,393,http://slyflourish.com/5e_monsters/monsters_html/giant-leech.html
Giant Mongoose,0.25,Beast,3,13,13,Tome of Beasts 2,393,http://slyflourish.com/5e_monsters/monsters_html/giant-mongoose.html
Giant Snow Beetle,1.0,Beast,0,12,45,Tome of Beasts 2,392,http://slyflourish.com/5e_monsters/monsters_html/giant-snow-beetle.html
Giant Water Scorpion,4.0,Beast,1,14,93,Tome of Beasts 2,393,http://slyflourish.com/5e_monsters/monsters_html/giant-water-scorpion.html
Glacial Corrupter,1.0,Undead,2,15,34,Tome of Beasts 2,176,http://slyflourish.com/5e_monsters/monsters_html/glacial-corrupter.html
Glacier Behemoth,12.0,Beast,-4,18,172,Tome of Beasts 2,177,http://slyflourish.com/5e_monsters/monsters_html/glacier-behemoth.html
Gorao-Ka,0.125,Fey,0,13,17,Tome of Beasts 2,221,http://slyflourish.com/5e_monsters/monsters_html/gorao-ka.html
Graknork,14.0,Monstrosity,4,20,201,Tome of Beasts 2,182,http://slyflourish.com/5e_monsters/monsters_html/graknork.html
Graveyard Dragon,7.0,Undead,0,16,127,Tome of Beasts 2,183,http://slyflourish.com/5e_monsters/monsters_html/graveyard-dragon.html
Gray Orc,0.25,Humanoid,3,13,15,Tome of Beasts 2,162,http://slyflourish.com/5e_monsters/monsters_html/gray-orc.html
Great Gray Owl,0.25,Beast,3,13,10,Tome of Beasts 2,284,http://slyflourish.com/5e_monsters/monsters_html/great-gray-owl.html
Greater Ghast of Leng,8.0,Aberration,4,17,153,Tome of Beasts 2,52,http://slyflourish.com/5e_monsters/monsters_html/greater-ghast-of-leng.html
Greater Lunarchidna,4.0,Aberration,3,16,58,Tome of Beasts 2,242,http://slyflourish.com/5e_monsters/monsters_html/greater-lunarchidna.html
Greed Swarm,0.5,Construct,3,13,22,Tome of Beasts 2,184,http://slyflourish.com/5e_monsters/monsters_html/greed-swarm.html
Grimmlet,1.0,Monstrosity,1,11,28,Tome of Beasts 2,186,http://slyflourish.com/5e_monsters/monsters_html/grimmlet.html
Grimmlet Swarm,14.0,Monstrosity,1,15,152,Tome of Beasts 2,187,http://slyflourish.com/5e_monsters/monsters_html/grimmlet-swarm.html
Grove Bear,0.25,Beast,1,13,13,Tome of Beasts 2,178,http://slyflourish.com/5e_monsters/monsters_html/grove-bear.html
Gulper Behemoth,9.0,Monstrosity,0,16,188,Tome of Beasts 2,190,http://slyflourish.com/5e_monsters/monsters_html/gulper-behemoth.html
Haleshi,7.0,Fey,3,17,123,Tome of Beasts 2,191,http://slyflourish.com/5e_monsters/monsters_html/haleshi.html
Hantu Penanggal,8.0,Fiend,3,14,123,Tome of Beasts 2,192,http://slyflourish.com/5e_monsters/monsters_html/hantu-penanggal.html
Harbinger of Wrath,20.0,Construct,-1,21,297,Tome of Beasts 2,193,http://slyflourish.com/5e_monsters/monsters_html/harbinger-of-wrath.html
Harefolk,0.25,Humanoid,2,13,18,Tome of Beasts 2,194,http://slyflourish.com/5e_monsters/monsters_html/harefolk.html
Hebi-Doku,8.0,Fey,6,15,123,Tome of Beasts 2,222,http://slyflourish.com/5e_monsters/monsters_html/hebi-doku.html
Heggarna,1.0,Aberration,3,16,40,Tome of Beasts 2,196,http://slyflourish.com/5e_monsters/monsters_html/heggarna.html
Helashruu,13.0,Aberration,2,18,184,Tome of Beasts 2,197,http://slyflourish.com/5e_monsters/monsters_html/helashruu.html
Herald of Slaughter,11.0,Fiend,0,15,133,Tome of Beasts 2,198,http://slyflourish.com/5e_monsters/monsters_html/herald-of-slaughter.html
Herald of the Void,11.0,Fiend,5,17,123,Tome of Beasts 2,199,http://slyflourish.com/5e_monsters/monsters_html/herald-of-the-void.html
Hoard Drake,8.0,Dragon,-2,16,147,Tome of Beasts 2,258,http://slyflourish.com/5e_monsters/monsters_html/hoard-drake.html
Hoarfrost Drake,2.0,Dragon,2,14,52,Tome of Beasts 2,123,http://slyflourish.com/5e_monsters/monsters_html/hoarfrost-drake.html
Hodag,3.0,Beast,1,13,52,Tome of Beasts 2,200,http://slyflourish.com/5e_monsters/monsters_html/hodag.html
Holler Spider,0.25,Beast,2,12,14,Tome of Beasts 2,395,http://slyflourish.com/5e_monsters/monsters_html/holler-spider.html
Hongaek,8.0,Elemental,5,15,105,Tome of Beasts 2,201,http://slyflourish.com/5e_monsters/monsters_html/hongaek.html
Hooden Horse,6.0,Undead,2,14,117,Tome of Beasts 2,202,http://slyflourish.com/5e_monsters/monsters_html/hooden-horse.html
Howler Baboon,0.25,Beast,2,12,13,Tome of Beasts 2,380,http://slyflourish.com/5e_monsters/monsters_html/howler-baboon.html
Huecambra,8.0,Monstrosity,1,17,136,Tome of Beasts 2,203,http://slyflourish.com/5e_monsters/monsters_html/huecambra.html
Huli Jing,9.0,Fey,4,14,130,Tome of Beasts 2,204,http://slyflourish.com/5e_monsters/monsters_html/huli-jing.html
Hverhuldra,6.0,Fey,3,15,120,Tome of Beasts 2,206,http://slyflourish.com/5e_monsters/monsters_html/hverhuldra.html
Ice Bogie,0.125,Fey,2,12,10,Tome of Beasts 2,209,http://slyflourish.com/5e_monsters/monsters_html/ice-bogie.html
Ice Elemental,5.0,Elemental,0,15,114,Tome of Beasts 2,133,http://slyflourish.com/5e_monsters/monsters_html/ice-elemental.html
Ichor Ooze,2.0,Ooze,-2,8,39,Tome of Beasts 2,279,http://slyflourish.com/5e_monsters/monsters_html/ichor-ooze.html
Ikuchi,8.0,Elemental,2,16,116,Tome of Beasts 2,210,http://slyflourish.com/5e_monsters/monsters_html/ikuchi.html
"Illhveli, Kembingur",12.0,Monstrosity,1,17,210,Tome of Beasts 2,211,http://slyflourish.com/5e_monsters/monsters_html/illhveli-kembingur.html
"Illhveli, Nauthveli",16.0,Monstrosity,0,18,280,Tome of Beasts 2,212,http://slyflourish.com/5e_monsters/monsters_html/illhveli-nauthveli.html
Imperial Dragon Wyrmling,3.0,Dragon,1,17,60,Tome of Beasts 2,117,http://slyflourish.com/5e_monsters/monsters_html/imperial-dragon-wyrmling.html
Incarnate Gloom,13.0,Undead,4,16,184,Tome of Beasts 2,213,http://slyflourish.com/5e_monsters/monsters_html/incarnate-gloom.html
Infernal Centaur,4.0,Fiend,1,15,60,Tome of Beasts 2,214,http://slyflourish.com/5e_monsters/monsters_html/infernal-centaur.html
Infernal Swarm,12.0,Fiend,3,16,150,Tome of Beasts 2,215,http://slyflourish.com/5e_monsters/monsters_html/infernal-swarm.html
Initiate of the Elder Elementals,2.0,Humanoid,2,12,33,Tome of Beasts 2,216,http://slyflourish.com/5e_monsters/monsters_html/initiate-of-the-elder-elementals.html
Irid,1.0,Celestial,4,13,20,Tome of Beasts 2,217,http://slyflourish.com/5e_monsters/monsters_html/irid.html
Jack of Strings,5.0,Fey,4,14,90,Tome of Beasts 2,218,http://slyflourish.com/5e_monsters/monsters_html/jack-of-strings.html
Kachlian,8.0,Aberration,0,16,157,Tome of Beasts 2,219,http://slyflourish.com/5e_monsters/monsters_html/kachlian.html
Kamaitachi,5.0,Monstrosity,4,14,84,Tome of Beasts 2,220,http://slyflourish.com/5e_monsters/monsters_html/kamaitachi.html
Kaveph,6.0,Aberration,2,16,136,Tome of Beasts 2,225,http://slyflourish.com/5e_monsters/monsters_html/kaveph.html
Keelbreaker Crab,9.0,Monstrosity,0,16,157,Tome of Beasts 2,226,http://slyflourish.com/5e_monsters/monsters_html/keelbreaker-crab.html
Kelp Drake,3.0,Dragon,2,15,60,Tome of Beasts 2,227,http://slyflourish.com/5e_monsters/monsters_html/kelp-drake.html
Kelp Eel,10.0,Plant,2,17,157,Tome of Beasts 2,227,http://slyflourish.com/5e_monsters/monsters_html/kelp-eel.html
Keyhole Dragonette,0.5,Dragon,2,14,27,Tome of Beasts 2,180,http://slyflourish.com/5e_monsters/monsters_html/keyhole-dragonette.html
Kezai,4.0,Monstrosity,4,16,67,Tome of Beasts 2,228,http://slyflourish.com/5e_monsters/monsters_html/kezai.html
Khodumodumo,14.0,Monstrosity,5,18,186,Tome of Beasts 2,229,http://slyflourish.com/5e_monsters/monsters_html/khodumodumo.html
Kirikari,9.0,Monstrosity,4,16,142,Tome of Beasts 2,230,http://slyflourish.com/5e_monsters/monsters_html/kirikari.html
Knight Ab-errant,5.0,Humanoid,1,14,93,Tome of Beasts 2,231,http://slyflourish.com/5e_monsters/monsters_html/knight-ab-errant.html
Kobold Spellclerk,0.5,Humanoid,2,12,21,Tome of Beasts 2,232,http://slyflourish.com/5e_monsters/monsters_html/kobold-spellclerk.html
Kobold War Machine,9.0,Construct,2,16,114,Tome of Beasts 2,233,http://slyflourish.com/5e_monsters/monsters_html/kobold-war-machine.html
Lambent Witchfyre,7.0,Aberration,3,15,110,Tome of Beasts 2,234,http://slyflourish.com/5e_monsters/monsters_html/lambent-witchfyre.html
Lantern Beetle,0.0,Beast,1,13,2,Tome of Beasts 2,392,http://slyflourish.com/5e_monsters/monsters_html/lantern-beetle.html
Lava Keeper,18.0,Elemental,0,18,276,Tome of Beasts 2,235,http://slyflourish.com/5e_monsters/monsters_html/lava-keeper.html
Lazavik,3.0,Fey,4,14,36,Tome of Beasts 2,236,http://slyflourish.com/5e_monsters/monsters_html/lazavik.html
Leech Swarm,2.0,Beast,3,13,32,Tome of Beasts 2,396,http://slyflourish.com/5e_monsters/monsters_html/leech-swarm.html
Lesser Lunarchidna,2.0,Aberration,2,15,39,Tome of Beasts 2,242,http://slyflourish.com/5e_monsters/monsters_html/lesser-lunarchidna.html
Light Drake,0.5,Dragon,3,13,24,Tome of Beasts 2,231,http://slyflourish.com/5e_monsters/monsters_html/light-drake.html
Liminal Drake,14.0,Dragon,7,17,204,Tome of Beasts 2,107,http://slyflourish.com/5e_monsters/monsters_html/liminal-drake.html
Locksmith,8.0,Construct,4,18,102,Tome of Beasts 2,240,http://slyflourish.com/5e_monsters/monsters_html/locksmith.html
Luck Leech,10.0,Fey,6,17,150,Tome of Beasts 2,241,http://slyflourish.com/5e_monsters/monsters_html/luck-leech.html
Lunarian,5.0,Fey,2,16,97,Tome of Beasts 2,245,http://slyflourish.com/5e_monsters/monsters_html/lunarian.html
Lymarien,0.125,Fey,4,13,5,Tome of Beasts 2,248,http://slyflourish.com/5e_monsters/monsters_html/lymarien.html
Lymarien Swarm,5.0,Fey,4,14,90,Tome of Beasts 2,248,http://slyflourish.com/5e_monsters/monsters_html/lymarien-swarm.html
Mad Piper,2.0,Construct,-1,12,19,Tome of Beasts 2,250,http://slyflourish.com/5e_monsters/monsters_html/mad-piper.html
Magma Octopus,8.0,Elemental,4,16,147,Tome of Beasts 2,251,http://slyflourish.com/5e_monsters/monsters_html/magma-octopus.html
Magnetic Elemental,6.0,Elemental,1,16,95,Tome of Beasts 2,133,http://slyflourish.com/5e_monsters/monsters_html/magnetic-elemental.html
Major Malleable,10.0,Aberration,-1,13,218,Tome of Beasts 2,254,http://slyflourish.com/5e_monsters/monsters_html/major-malleable.html
Manggus,5.0,Giant,2,14,127,Tome of Beasts 2,256,http://slyflourish.com/5e_monsters/monsters_html/manggus.html
Mangrove Treant,7.0,Plant,-2,15,136,Tome of Beasts 2,350,http://slyflourish.com/5e_monsters/monsters_html/mangrove-treant.html
Mari Lwyd,4.0,Undead,2,15,66,Tome of Beasts 2,257,http://slyflourish.com/5e_monsters/monsters_html/mari-lwyd.html
Marsh Dire,8.0,Undead,2,15,142,Tome of Beasts 2,258,http://slyflourish.com/5e_monsters/monsters_html/marsh-dire.html
Massive Malleable,16.0,Aberration,-1,14,248,Tome of Beasts 2,254,http://slyflourish.com/5e_monsters/monsters_html/massive-malleable.html
Mead Archon,4.0,Celestial,3,14,82,Tome of Beasts 2,18,http://slyflourish.com/5e_monsters/monsters_html/mead-archon.html
Mei Jiao Shou,7.0,Beast,-2,14,139,Tome of Beasts 2,259,http://slyflourish.com/5e_monsters/monsters_html/mei-jiao-shou.html
Mineral Ooze,3.0,Ooze,-1,9,76,Tome of Beasts 2,280,http://slyflourish.com/5e_monsters/monsters_html/mineral-ooze.html
Minor Malleable,1.0,Aberration,-1,11,32,Tome of Beasts 2,254,http://slyflourish.com/5e_monsters/monsters_html/minor-malleable.html
Moderate Malleable,5.0,Aberration,-1,12,136,Tome of Beasts 2,254,http://slyflourish.com/5e_monsters/monsters_html/moderate-malleable.html
Moonkite,5.0,Celestial,4,15,93,Tome of Beasts 2,260,http://slyflourish.com/5e_monsters/monsters_html/moonkite.html
Mountain Dryad,11.0,Fey,1,17,172,Tome of Beasts 2,261,http://slyflourish.com/5e_monsters/monsters_html/mountain-dryad.html
Mountain Nymph,6.0,Fey,4,15,112,Tome of Beasts 2,261,http://slyflourish.com/5e_monsters/monsters_html/mountain-nymph.html
Mountain Strider,1.0,Monstrosity,2,12,34,Tome of Beasts 2,261,http://slyflourish.com/5e_monsters/monsters_html/mountain-strider.html
Murgrik,9.0,Aberration,0,18,152,Tome of Beasts 2,263,http://slyflourish.com/5e_monsters/monsters_html/murgrik.html
Mydnari,0.5,Humanoid,3,13,22,Tome of Beasts 2,264,http://slyflourish.com/5e_monsters/monsters_html/mydnari.html
Mystic,3.0,Humanoid,2,14,75,Tome of Beasts 2,316,http://slyflourish.com/5e_monsters/monsters_html/mystic.html
Naizu-Ha,6.0,Fey,2,17,117,Tome of Beasts 2,223,http://slyflourish.com/5e_monsters/monsters_html/naizu-ha.html
Narshark,0.5,Monstrosity,1,14,25,Tome of Beasts 2,266,http://slyflourish.com/5e_monsters/monsters_html/narshark.html
Nephirron Devil,16.0,Fiend,2,19,225,Tome of Beasts 2,104,http://slyflourish.com/5e_monsters/monsters_html/nephirron-devil.html
Nharyth,9.0,Aberration,2,17,168,Tome of Beasts 2,269,http://slyflourish.com/5e_monsters/monsters_html/nharyth.html
Noth-norren,13.0,Elemental,4,14,203,Tome of Beasts 2,270,http://slyflourish.com/5e_monsters/monsters_html/noth-norren.html
Nyctli,0.25,Fey,4,14,7,Tome of Beasts 2,271,http://slyflourish.com/5e_monsters/monsters_html/nyctli.html
Nyctli Swarm,10.0,Fey,4,14,110,Tome of Beasts 2,271,http://slyflourish.com/5e_monsters/monsters_html/nyctli-swarm.html
Oasis Keeper,9.0,Monstrosity,2,15,123,Tome of Beasts 2,273,http://slyflourish.com/5e_monsters/monsters_html/oasis-keeper.html
Ogrepede,6.0,Undead,0,13,142,Tome of Beasts 2,275,http://slyflourish.com/5e_monsters/monsters_html/ogrepede.html
One-Horned Ogre,5.0,Giant,0,14,93,Tome of Beasts 2,274,http://slyflourish.com/5e_monsters/monsters_html/one-horned-ogre.html
Onyx Magistrate,8.0,Construct,0,16,123,Tome of Beasts 2,276,http://slyflourish.com/5e_monsters/monsters_html/onyx-magistrate.html
Ophidiotaur,5.0,Monstrosity,2,16,95,Tome of Beasts 2,282,http://slyflourish.com/5e_monsters/monsters_html/ophidiotaur.html
Ophinix,2.0,Monstrosity,3,13,60,Tome of Beasts 2,283,http://slyflourish.com/5e_monsters/monsters_html/ophinix.html
Ophio Fungus,7.0,Plant,-2,14,119,Tome of Beasts 2,283,http://slyflourish.com/5e_monsters/monsters_html/ophio-fungus.html
Orniraptor,0.25,Monstrosity,2,11,16,Tome of Beasts 2,285,http://slyflourish.com/5e_monsters/monsters_html/orniraptor.html
Orphan of the Black,2.0,Fey,3,13,49,Tome of Beasts 2,286,http://slyflourish.com/5e_monsters/monsters_html/orphan-of-the-black.html
Ortifex,4.0,Undead,0,12,78,Tome of Beasts 2,287,http://slyflourish.com/5e_monsters/monsters_html/ortifex.html
Otterfolk,0.25,Humanoid,4,14,18,Tome of Beasts 2,288,http://slyflourish.com/5e_monsters/monsters_html/otterfolk.html
Overshadow,4.0,Undead,4,14,90,Tome of Beasts 2,289,http://slyflourish.com/5e_monsters/monsters_html/overshadow.html
Pal-Rai-Yuk,8.0,Monstrosity,0,16,133,Tome of Beasts 2,291,http://slyflourish.com/5e_monsters/monsters_html/pal-rai-yuk.html
Pale Screamer,3.0,Aberration,2,14,52,Tome of Beasts 2,290,http://slyflourish.com/5e_monsters/monsters_html/pale-screamer.html
Parzz’val,8.0,Aberration,3,14,115,Tome of Beasts 2,292,http://slyflourish.com/5e_monsters/monsters_html/parzzval.html
Peat Mammoth,10.0,Plant,-2,16,172,Tome of Beasts 2,293,http://slyflourish.com/5e_monsters/monsters_html/peat-mammoth.html
Pestilence Swarm,1.0,Beast,3,14,22,Tome of Beasts 2,294,http://slyflourish.com/5e_monsters/monsters_html/pestilence-swarm.html
Phase Giant,5.0,Giant,0,15,136,Tome of Beasts 2,172,http://slyflourish.com/5e_monsters/monsters_html/phase-giant.html
Pine Doom,9.0,Plant,-2,16,172,Tome of Beasts 2,295,http://slyflourish.com/5e_monsters/monsters_html/pine-doom.html
Pixie’s Umbrella,0.125,Plant,-2,7,10,Tome of Beasts 2,158,http://slyflourish.com/5e_monsters/monsters_html/pixies-umbrella.html
Plague Spirit,9.0,Fey,4,14,150,Tome of Beasts 2,296,http://slyflourish.com/5e_monsters/monsters_html/plague-spirit.html
Primal Oozer,6.0,Aberration,2,14,112,Tome of Beasts 2,297,http://slyflourish.com/5e_monsters/monsters_html/primal-oozer.html
Psychic Vampire,13.0,Undead,4,17,144,Tome of Beasts 2,0,http://slyflourish.com/5e_monsters/monsters_html/psychic-vampire.html
Pustulent Shambler,13.0,Ooze,-2,10,232,Tome of Beasts 2,299,http://slyflourish.com/5e_monsters/monsters_html/pustulent-shambler.html
Putrescent Slime,1.0,Ooze,-1,8,45,Tome of Beasts 2,300,http://slyflourish.com/5e_monsters/monsters_html/putrescent-slime.html
Qiqirn,2.0,Monstrosity,4,14,38,Tome of Beasts 2,301,http://slyflourish.com/5e_monsters/monsters_html/qiqirn.html
Quickserpent,4.0,Beast,1,15,102,Tome of Beasts 2,303,http://slyflourish.com/5e_monsters/monsters_html/quickserpent.html
Quoreq,5.0,Aberration,2,15,93,Tome of Beasts 2,304,http://slyflourish.com/5e_monsters/monsters_html/quoreq.html
Radiant Spark Swarm,3.0,Elemental,4,16,38,Tome of Beasts 2,305,http://slyflourish.com/5e_monsters/monsters_html/radiant-spark-swarm.html
Repository,7.0,Construct,0,15,110,Tome of Beasts 2,306,http://slyflourish.com/5e_monsters/monsters_html/repository.html
Resinous Frog,0.25,Beast,0,12,19,Tome of Beasts 2,397,http://slyflourish.com/5e_monsters/monsters_html/resinous-frog.html
Righteous Sentinel,9.0,Construct,0,15,104,Tome of Beasts 2,307,http://slyflourish.com/5e_monsters/monsters_html/righteous-sentinel.html
Rock Roach,2.0,Beast,2,16,67,Tome of Beasts 2,308,http://slyflourish.com/5e_monsters/monsters_html/rock-roach.html
Rotsam,2.0,Ooze,3,13,45,Tome of Beasts 2,309,http://slyflourish.com/5e_monsters/monsters_html/rotsam.html
Rotsam Swarm,6.0,Ooze,-1,9,142,Tome of Beasts 2,309,http://slyflourish.com/5e_monsters/monsters_html/rotsam-swarm.html
Rum Lord,4.0,Fey,2,15,78,Tome of Beasts 2,185,http://slyflourish.com/5e_monsters/monsters_html/rum-lord.html
Runeswarm,10.0,Construct,5,15,150,Tome of Beasts 2,310,http://slyflourish.com/5e_monsters/monsters_html/runeswarm.html
Salamander Monarch,13.0,Elemental,4,17,161,Tome of Beasts 2,311,http://slyflourish.com/5e_monsters/monsters_html/salamander-monarch.html
Sanddrift Drake,6.0,Dragon,4,16,102,Tome of Beasts 2,127,http://slyflourish.com/5e_monsters/monsters_html/sanddrift-drake.html
Sapphire Jelly,6.0,Ooze,-1,9,144,Tome of Beasts 2,312,http://slyflourish.com/5e_monsters/monsters_html/sapphire-jelly.html
Sarsaok,7.0,Monstrosity,1,17,136,Tome of Beasts 2,313,http://slyflourish.com/5e_monsters/monsters_html/sarsaok.html
Sasori Fukurowashi,9.0,Fey,4,17,123,Tome of Beasts 2,224,http://slyflourish.com/5e_monsters/monsters_html/sasori-fukurowashi.html
Sasquatch,5.0,Beast,2,14,119,Tome of Beasts 2,58,http://slyflourish.com/5e_monsters/monsters_html/sasquatch.html
Scarlet Ibis,5.0,Monstrosity,2,14,135,Tome of Beasts 2,318,http://slyflourish.com/5e_monsters/monsters_html/scarlet-ibis.html
